Desc,ID,Subj object id,Obj object id
"Kirchmair, verh. von Freyberg, Dorothea (ID: 6237) hat Ehe mit Freyberg, Lutz von (ID: 6236)",14426,6237,6236
"Klammer, verh. Heustadl, Gertraud (ID: 6184) hat Ehe mit Heustadl, Christoph (ID: 2281)",14516,6184,2281
"Oheim, verh. Hamerspach, verh. Walch, Elisabeth (ID: 5471) hat Ehe mit Walch, Sigmund (ID: 2977)",14702,5471,2977
"Hamerspach, Adam (ID: 1120) hat Ehe mit Oheim, verh. Hamerspach, verh. Walch, Elisabeth (ID: 5471)",14704,1120,5471
"Hachberg, Wilhelm von (ID: 6355) hat Ehe mit Montfort, verh. von Hachberg, Elisabeth von (ID: 6354)",14773,6355,6354
"Hachberg, verh. Truchsess von Waldburg, Ursula von (ID: 6356) hat Ehe mit Truchsess von Waldburg, Jakob (ID: 5288)",14779,6356,5288
"Ems, verh. Villenbach, Elisabeth von (ID: 1678) hat Ehe mit Villenbach (der Ältere), Klaus von (ID: 4232)",15043,1678,4232
"Clävinger, verh. Fuchsmagen, Priska (ID: 3279) hat Ehe mit Fuchsmagen, Sigmund (ID: 2389)",15064,3279,2389
"Schenk von Schenkenstein, Antoni (ID: 652) hat Ehe mit Annenberg, verh. Schenk von Schenkenstein, Helena von (ID: 3054)",15070,652,3054
"Fieger, Markus (ID: 6497) hat Ehe mit Schmidlein, verh. Fieger, Juliana (ID: 6495)",15078,6497,6495
"Windeck, Susanna (ID: 6508) hat Ehe mit Windeck, Ulrich (ID: 2366)",15141,6508,2366
"Eppaner, verh. Raindorfer, Benigna (ID: 6510) hat Ehe mit Raindorfer, Georg (ID: 2300)",15145,6510,2300
"N., verh. von Metri, Ursula (ID: 6511) hat Ehe mit Metri, Dietrich von (ID: 4395)",15149,6511,4395
"Stoffel, Heinrich von (ID: 4693) hat Ehe mit Wildenfels, verh. von Stoffel, Anastasia von (ID: 6541)",15260,4693,6541
"Freyberg zu Hohenfreyberg, Georg von (ID: 217) hat Ehe mit Freyberg, Dorothea von (ID: 6583)",15420,217,6583
"Freyberg, Helena von (ID: 5489) hat Ehe mit Freyberg (der Ältere), Michael von (ID: 4195)",15422,5489,4195
"Freyberg (Frau des Eberhard von Freyberg), N. von (ID: 6598) hat Ehe mit Freyberg, Eberhard von (ID: 181)",15484,6598,181
"Kellner, Wandela (ID: 6620) hat Ehe mit Keller, Johann (ID: 2105)",15644,6620,2105
"Brunstetter, N. (ID: 6636) hat Ehe mit Brunstetter, Thomas (ID: 6635)",15717,6636,6635
"Knapp (Frau des Hans Knapp), N. (ID: 6641) hat Ehe mit Knapp, Hans (ID: 4001)",15724,6641,4001
"Stoffel, Heinrich von (ID: 4693) hat Ehe mit Wildenfels, verh. von Stoffel, Anastasia von (ID: 6541)",15729,4693,6541
"Pflügl, Barbara (ID: 6644) hat Ehe mit Pflügl, Leonhard (ID: 5821)",15736,6644,5821
"Löweneck, Sigmund von (ID: 6646) hat Ehe mit König, Martha (ID: 6645)",15741,6646,6645
"N., verh. Pollinger, Margarethe (ID: 2602) hat Ehe mit Pollinger, Peter (ID: 2601)",15747,2602,2601
"Calopin, Jörg (ID: 6709) hat Ehe mit Calopin, N. (ID: 6710)",15920,6709,6710
"Hofhaimer (Frau des Paul Hofhaimer), N. (ID: 6717) hat Ehe mit Hofhaimer, Paul (ID: 4377)",15927,6717,4377
"Stummelpeck, verh. Fieger, Elisabeth (ID: 3051) hat Ehe mit Fieger, Niklas (ID: 4250)",16212,3051,4250
"Stummelpeck, verh. Rindsmaul, Anna (ID: 3052) hat Ehe mit Rindsmaul, Ruprecht (ID: 1623)",16214,3052,1623
"Rindsmaul, Ruprecht (ID: 1623) hat Ehe mit Stummelpeck, verh. Rindsmaul, Anna (ID: 3052)",16216,1623,3052
"Fieger, Niklas (ID: 4250) hat Ehe mit Stummelpeck, verh. Fieger, Elisabeth (ID: 3051)",16219,4250,3051
"Fieger, Niklas (ID: 4250) hat Ehe mit Stummelpeck, verh. Fieger, Elisabeth (ID: 3051)",16221,4250,3051
"Rindsmaul, Ruprecht (ID: 1623) hat Ehe mit Stummelpeck, verh. Rindsmaul, Anna (ID: 3052)",16224,1623,3052
"Rümlang, Hans (Konrad) von (ID: 2511) hat Ehe mit Rümlang, Barbara von (ID: 2512)",16226,2511,2512
"Glöckl (Frau des Hans Glöckl), N. (ID: 6779) hat Ehe mit Glöckl, Hans (ID: 6778)",16239,6779,6778
"Schraitenberger, Antonia (ID: 6781) hat Ehe mit Schraitenberger, Antoni (ID: 6782)",16259,6781,6782
"N., verh. Kälb, Christine (ID: 6801) hat Ehe mit Kälb, Hans (ID: 3594)",16372,6801,3594
"N., verh. von Grießen, Elisabeth (ID: 2514) hat Ehe mit Grießen, Rudolf von (ID: 2513)",16429,2514,2513
"Landeck, verh. Burggraf, Brigida von (ID: 6809) hat Ehe mit Burggraf, Georg (ID: 579)",16438,6809,579
"N., verh. von Metri, Ursula (ID: 6511) hat Ehe mit Metri, Dietrich von (ID: 4395)",16446,6511,4395
"Giel von Gielsberg, Rudolf (ID: 4964) hat Ehe mit Giel, Beatrix (ID: 6811)",16452,4964,6811
"N., verh. von Reinach, Amalia (ID: 6816) hat Ehe mit Reinach, Hamann von (ID: 1588)",16460,6816,1588
"N., verh. Kälb, Christine (ID: 6801) hat Ehe mit Kälb, Hans (ID: 3594)",16471,6801,3594
"N., verh. von Pondorf, Katharina (ID: 2522) hat Ehe mit Pondorf, Hans von (ID: 2521)",16474,2522,2521
"Brotlieb, N. (ID: 56) hat Ehe mit Brotlieb, Leonhard (ID: 20)",16572,56,20
"Sargans, Rudolf von (ID: 2523) hat Ehe mit N. (Kind von Erzherzog Sigmund), Sophie Lucia (ID: 2524)",16636,2523,2524
"Ortner, Martin (ID: 6852) hat Ehe mit N., verh. Ortner, Diemut (ID: 6853)",16651,6852,6853
"N., verh. Ortner, Diemut (ID: 6853) hat Ehe mit Ortner, Martin (ID: 6852)",16652,6853,6852
"Thun, verh. von Hack/Schintl/von Weineck, Dorothea von (ID: 3260) hat Ehe mit Weineck, Hildebrand von (ID: 6864)",16688,3260,6864
"Gradner, Bernhard (ID: 73) hat Ehe mit Starkenberg, verh. Gradner, Veronika von (ID: 4671)",16712,73,4671
"Truchsess von Waldburg, verh. von Starkenberg, Ursula (ID: 6866) hat Ehe mit Starkenberg, Ulrich von (ID: 6122)",16717,6866,6122
"Spieß, verh. von Freyberg, Anna von (ID: 6886) hat Ehe mit Freyberg, Eberhard von (ID: 181)",16774,6886,181
"N. (Kind von Erzherzog Sigmund), Sophie Lucia (ID: 2524) hat Ehe mit Sargans, Rudolf von (ID: 2523)",16820,2524,2523
"Landeck, Jakob von (ID: 2558) hat Ehe mit Haus, verh. von Landeck, Benedikta von (ID: 2560)",16835,2558,2560
"Rümlang, Veronika von (ID: 5433) hat Ehe mit Rümlang, Dietrich von (ID: 385)",16927,5433,385
"Rümlang (der Ältere), Heinrich von (ID: 255) hat Ehe mit Rümlang, Agnes von (ID: 6932)",16929,255,6932
"Schwend, Hans (ID: 5765) hat Ehe mit Schwend, Martha (ID: 5764)",16930,5765,5764
"Kaufmann, verh. Küssenpfennig, Elisabeth (ID: 6936) hat Ehe mit Küssenpfennig, Wolfgang (ID: 5005)",16951,6936,5005
"Sargans, Rudolf von (ID: 2523) hat Ehe mit N. (Kind von Erzherzog Sigmund), Sophie Lucia (ID: 2524)",17053,2523,2524
"Neideck, verh. von Honburg, Ursula von (ID: 6969) hat Ehe mit Honburg, Hans von (ID: 6968)",17102,6969,6968
"Spaur (der Ältere), Hans von (ID: 1266) hat Ehe mit Lichtenberg, verh. von Spaur, Verena von (ID: 1267)",17537,1266,1267
"Efringer, verh. von Ramstein, Agnes (ID: 7128) hat Ehe mit Ramstein, Heinrich von (ID: 5370)",17676,7128,5370
"Stummelpeck, verh. Fieger, Elisabeth (ID: 3051) hat Ehe mit Fieger, Niklas (ID: 4250)",17685,3051,4250
"Rindsmaul, Ruprecht (ID: 1623) hat Ehe mit Stummelpeck, verh. Rindsmaul, Anna (ID: 3052)",17687,1623,3052
"Freisleben, Barbara (ID: 7138) hat Ehe mit Freisleben, Bartholomäus (ID: 4416)",17706,7138,4416
"Rümlang, Hans (Konrad) von (ID: 2511) hat Ehe mit Rümlang, Barbara von (ID: 2512)",17795,2511,2512
"Monstral, Maria von (ID: 7163) hat Ehe mit Monstral, Antoni von (ID: 1884)",17818,7163,1884
"Kälb, Hans (ID: 3594) hat Ehe mit N., verh. Kälb, Christine (ID: 6801)",17822,3594,6801
"Neuhaus, N. von (ID: 7165) hat Ehe mit Neuhaus, Hans von (ID: 1378)",17841,7165,1378
"N., verh. Kannacher, verh. Häring, Margarethe (ID: 7167) hat Ehe mit Kannacher, Paul (ID: 995)",17849,7167,995
"N., verh. Kannacher, verh. Häring, Margarethe (ID: 7167) hat Ehe mit Häring, Heinrich (ID: 690)",17850,7167,690
"Blumenegg, Melchior von (ID: 4076) hat Ehe mit Schellenberg, verh. von Blumenegg, Paula von (ID: 7175)",17879,4076,7175
"Kirchmair, verh. Munchauer, Eva (ID: 7179) hat Ehe mit Munchauer, Hans (ID: 7178)",17888,7179,7178
"Thun, verh. von Hack/Schintl/von Weineck, Dorothea von (ID: 3260) hat Ehe mit Weineck, Hildebrand von (ID: 7187)",18032,3260,7187
"Sargans, Rudolf von (ID: 2523) hat Ehe mit N. (Kind von Erzherzog Sigmund), Sophie Lucia (ID: 2524)",18528,2523,2524
"Käl, Margarete (ID: 2145) hat Ehe mit Wolkenstein-Rodenegg (der Jüngere), Sigmund von (ID: 346)",18574,2145,346
"Schöb, Ursula (ID: 7312) hat Ehe mit Giel von Gielsberg, Werner (ID: 4965)",18607,7312,4965
"N. (Kind von Erzherzog Sigmund), Sophie Lucia (ID: 2524) hat Ehe mit Sargans, Rudolf von (ID: 2523)",18680,2524,2523
"Sargans, Rudolf von (ID: 2523) hat Ehe mit N. (Kind von Erzherzog Sigmund), Sophie Lucia (ID: 2524)",18759,2523,2524
"Freundsberg, verh. Matsch, Thekla von (ID: 7345) hat Ehe mit Matsch (der Ältere), Ulrich von (ID: 7344)",18890,7345,7344
"Matsch, Agnes von (ID: 7346) hat Ehe mit Matsch (der Jüngere), Ulrich von (ID: 241)",18891,7346,241
"Matsch, Agnes von (ID: 7346) hat Ehe mit Matsch (der Jüngere), Ulrich von (ID: 241)",18892,7346,241
"Matsch, verh. von Lupfen, Katharina von (ID: 7347) hat Ehe mit Lupfen, Sigmund von (ID: 4319)",18894,7347,4319
"Matsch, verh. von Fürstenberg, Kunigunde von (ID: 7349) hat Ehe mit Fürstenberg, Konrad von (ID: 7348)",18898,7349,7348
"Matsch, verh. von Trapp, Barbara von (ID: 7350) hat Ehe mit Trapp, Jakob (ID: 96)",18903,7350,96
"Luders (Frau des Peter Luders), N. (ID: 7366) hat Ehe mit Luders, Peter (ID: 7365)",18988,7366,7365
"Gall, Veronika (ID: 2485) hat Ehe mit Fernsteiner, Jenewein (ID: 2484)",19006,2485,2484
"Kneut, verh. von Grafeneck, Juliana (ID: 7371) hat Ehe mit Grafeneck, Wilhelm von (ID: 3481)",19011,7371,3481
"Pachler, verh. von Stetten, Elisabeth (ID: 7381) hat Ehe mit Stetten, Erasmus von (ID: 5545)",19068,7381,5545
"Fuchs von Fuchsberg, verh. von Cles, Dorothea (ID: 7396) hat Ehe mit Cles, Hildebrand von (ID: 334)",19197,7396,334
"Fuchs von Fuchsberg, Werner (ID: 233) hat Ehe mit Gföhlin von Korb, verh. Fuchs von Fuchsberg, Margarethe (ID: 7397)",19199,233,7397
"Tumbritzer, Agnes (ID: 7413) hat Ehe mit Tumbritzer, Balthasar (ID: 2571)",19347,7413,2571
"Hendl, Margarethe (ID: 7432) hat Ehe mit Hendl, Peter Paul (ID: 5265)",19382,7432,5265
"Fuchsmagen, Sigmund (ID: 2389) hat Ehe mit Clävinger, verh. Fuchsmagen, Priska (ID: 3279)",19398,2389,3279
"Hofenecker, Urban (ID: 3994) hat Ehe mit Hofenecker/Leo, Ursula (ID: 3993)",19400,3994,3993
"Rehdorfer, N. (ID: 7474) hat Ehe mit Rehdorfer, Fritz (ID: 160)",19723,7474,160
"Fröschel, verh. Gundreichinger, Corona (ID: 3203) hat Ehe mit Gundreichinger, Hans (ID: 4579)",20014,3203,4579
"Hechtensteiner, Magdalena (ID: 7567) hat Ehe mit Hechtensteiner, Hans (ID: 7568)",20037,7567,7568
"Fröschel, verh. Gundreichinger, Corona (ID: 3203) hat Ehe mit Gundreichinger, Hans (ID: 4579)",20068,3203,4579
"Fröschel, verh. Gundreichinger, Corona (ID: 3203) hat Ehe mit Gundreichinger, Hans (ID: 4579)",20088,3203,4579
"Munchauer, Hans (ID: 7178) hat Ehe mit Kirchmair, verh. Munchauer, Eva (ID: 7179)",20106,7178,7179
"Kirchmair, Ottilia (ID: 7612) hat Ehe mit Kirchmair, Sigmund (ID: 7611)",20109,7612,7611
"Michael, Hans (ID: 3349) hat Ehe mit N., verh. Michael, Margarethe (ID: 7669)",20284,3349,7669
"Turndl, verh. von Firmian, Helena (ID: 7759) hat Ehe mit Firmian, Vigilius von (ID: 2923)",20520,7759,2923
"N., verh. Plank, N. (ID: 7817) hat Ehe mit Plank, Balthasar (ID: 1132)",20639,7817,1132
"N., verh. Wolf, N. (ID: 7819) hat Ehe mit Wolf, Klaus (ID: 3432)",20643,7819,3432
"N., verh. Falkner, N. (ID: 7822) hat Ehe mit Falkner, Michael (ID: 11383)",20648,7822,11383
"Senng, verh. Spieß, Anna (ID: 300) hat Ehe mit Spieß vom Spieß, Leopold (ID: 294)",20873,300,294
"Senng, Sophie (ID: 5237) hat Ehe mit Vaist, Jakob (ID: 135)",20874,5237,135
"Leonburg, verh. Ratgeb, Benigna von (ID: 7872) hat Ehe mit Ratgeb, Felix (ID: 6771)",20878,7872,6771
"Pächl, Elisabeth (ID: 7903) hat Ehe mit Pächl, Peter (ID: 3256)",21125,7903,3256
"Fuchsmagen, verh. Rindsmaul, Margarethe (ID: 2614) hat Ehe mit Rindsmaul, Hermann (ID: 2612)",21132,2614,2612
"Weißpriach, Andreas von (ID: 7907) hat Ehe mit Ems, verh. von Freundsberg/von Weißpriach, Dorothea von (ID: 7906)",21151,7907,7906
"Hamerspach, verh. Mertensdorfer, Agnes (ID: 7909) hat Ehe mit Mertensdorfer, Hans (ID: 2720)",21159,7909,2720
"Ems, verh. Villenbach, Elisabeth von (ID: 1678) hat Ehe mit Villenbach (der Ältere), Klaus von (ID: 4232)",21168,1678,4232
"Fuchsmagen, Sigmund (ID: 2389) hat Ehe mit Clävinger, verh. Fuchsmagen, Priska (ID: 3279)",21175,2389,3279
"Thurn, verh. Feigensteiner, Anastasia von (ID: 4849) hat Ehe mit Eglsee, genannt Feigensteiner, Stefan von (ID: 3175)",21193,4849,3175
"Klammer, verh. Heustadl, Gertraud (ID: 6184) hat Ehe mit Heustadl, Christoph (ID: 2281)",21194,6184,2281
"Seibersdorf, verh. Gneus, Cäcilia (ID: 2530) hat Ehe mit Gneus, Vigilius (ID: 2294)",21210,2530,2294
"Nesius, verh. Kripp, Margarethe (ID: 7917) hat Ehe mit Kripp, Hans (ID: 24)",21222,7917,24
"Kripp, verh. Rietenburger, Barbara (ID: 7925) hat Ehe mit Rietenburger, Ernst (ID: 1271)",21254,7925,1271
"Gradner, Bernhard (ID: 73) hat Ehe mit Starkenberg, verh. Gradner, Veronika von (ID: 4671)",21295,73,4671
"Kripp, verh. von Achen, Dorothea (ID: 7949) hat Ehe mit Achen, Hans von (ID: 4301)",21328,7949,4301
"Kripp, verh. Stummelpeck, Magdalena (ID: 7951) hat Ehe mit Stummelpeck, Wolfgang (ID: 2024)",21340,7951,2024
"Eben, verh. Nesius, Offmey von (ID: 7952) hat Ehe mit Nesius, Melchior (ID: 7918)",21343,7952,7918
"Pamkircher, verh. Kripp, Dorothea (ID: 7953) hat Ehe mit Kripp, Hans (ID: 24)",21345,7953,24
"Häcklein, Wilhelm (ID: 7954) hat Ehe mit Kripp, verh. Häcklein, Ursula (ID: 7950)",21356,7954,7950
"Kripp, verh. Häcklein, Ursula (ID: 7950) hat Ehe mit Häcklein, Wilhelm (ID: 7954)",21357,7950,7954
"N. (Frau des Jörg Krebs), N. (ID: 7981) hat Ehe mit N. (Frau des Jörg Krebs), N. (ID: 7981)",21411,7981,7981
"Rietenburger, N. (ID: 8137) hat Ehe mit Rietenburger, Ernst (ID: 1271)",21836,8137,1271
"Rietenburger, N. (ID: 8137) hat Ehe mit Rietenburger, Ernst (ID: 1271)",21857,8137,1271
"Eisenhofer, Benina (ID: 8186) hat Ehe mit Eisenhofer, Ulrich (ID: 8185)",21896,8186,8185
"N., verh. Stehelein, Margarethe (ID: 8257) hat Ehe mit Stehelein, Hans (ID: 8256)",21998,8257,8256
"N., verh. Pfaudler, Gertraud (ID: 8273) hat Ehe mit Pfaudler (Trompeter), Hans (ID: 8272)",22028,8273,8272
"Ems, verh. von Säben, Gertraud von (ID: 6490) hat Ehe mit Säben, Oswald von (ID: 65)",22559,6490,65
"Guss von Gussenberg, Gerwig (ID: 8502) hat Ehe mit Säben, verh. Guss von Gussenberg, Barbara von (ID: 8501)",22561,8502,8501
"Säben, verh. Nussdorfer, Sparnella von (ID: 8504) hat Ehe mit Nussdorfer, Marx (ID: 8503)",22562,8504,8503
"Elacher, Barbara (ID: 8565) hat Ehe mit Erlacher, Wolfgang (ID: 4192)",22819,8565,4192
"Endingen, Gertraud von (ID: 8777) hat Ehe mit Endingen, Bernhard von (ID: 4479)",23171,8777,4479
"Westenburger, N. (ID: 8783) hat Ehe mit Westenburger, Urban (ID: 8680)",23185,8783,8680
"Zimmermann (Frau des Konrad Zimmermann), N. (ID: 8894) hat Ehe mit Zimmermann (Frau des Konrad Zimmermann), N. (ID: 8894)",23471,8894,8894
"N., verh. Kindhausen, Margarethe (ID: 8931) hat Ehe mit Kindhausen, Leonhard von (ID: 869)",23538,8931,869
"N., verh. Schätzer, N. (ID: 9013) hat Ehe mit Schätzer, Georg (ID: 990)",23698,9013,990
"Büchsenmeister (Frau des Niklas Büchsenmeister), N. (ID: 9147) hat Ehe mit Büchsenmeister, Niklas (ID: 6233)",24033,9147,6233
"Selos (w), N. (ID: 9150) hat Ehe mit Selos, Hans (ID: 6391)",24041,9150,6391
"Has (Frau des Jakob Has), N. (ID: 9155) hat Ehe mit Has, Jakob (ID: 757)",24053,9155,757
"Stapffuß (w), N. (ID: 9157) hat Ehe mit Stapffuß, N. (ID: 9156)",24059,9157,9156
"Schlosser, Apollonia (ID: 8904) hat Ehe mit Schlosser, Lienhard (ID: 9201)",24327,8904,9201
"Pfudler, Leonhard (ID: 828) hat Ehe mit N., verh. Pfudler, N. (ID: 9283)",24795,828,9283
"N., verh. Posauner, N. (ID: 9289) hat Ehe mit Posauner, Konrad (ID: 795)",24805,9289,795
"Blüml, N. (ID: 9408) hat Ehe mit Blüml, Barbara (ID: 9409)",25057,9408,9409
"Rockenburger, Anna (ID: 9411) hat Ehe mit Rockenburger, Niklas (ID: 7636)",25059,9411,7636
"N., verh. Michael, Margarethe (ID: 7669) hat Ehe mit Michael, Hans (ID: 3349)",25061,7669,3349
"Tumbritzer, verh. von Thun, Anna (ID: 9476) hat Ehe mit Thun zu Königsberg, Simon von (ID: 232)",25235,9476,232
"Mundsberger, verh. Posch, N. (ID: 9795) hat Ehe mit Mundsberger, verh. Posch, N. (ID: 9795)",25687,9795,9795
"Trompeter, Elisabeth (ID: 9803) hat Ehe mit Trompeter, Bernhard (ID: 9801)",25697,9803,9801
"Brotlieb, Leonhard (ID: 20) hat Ehe mit Brotlieb, N. (ID: 56)",25987,20,56
"N., verh. Falkner, Veronika (ID: 9889) hat Ehe mit Falkner, Michael (ID: 11383)",26056,9889,11383
"Pfaudler (Trompeter), Hans (ID: 8272) hat Ehe mit N., verh. Pfaudler, Gertraud (ID: 8273)",26547,8272,8273
"Zäggi, verh. Feierabend, N. (ID: 10059) hat Ehe mit Feierabend, N. (ID: 10058)",26993,10059,10058
"Widerstein, Dorothea (ID: 11525) hat Ehe mit Widerstein, Hans (ID: 9244)",27093,11525,9244
"Wüsterburger, N. (ID: 11529) hat Ehe mit Wüsterburger, Friedrich (ID: 11528)",27119,11529,11528
"Speck, Margarethe (ID: 11530) hat Ehe mit Speck, Hans (ID: 9194)",27121,11530,9194
"Speck, Margarethe (ID: 11530) hat Ehe mit Speck, Hans (ID: 9194)",27125,11530,9194
"Panthel (weiblich), N. (ID: 11025) hat Ehe mit Panthel, N. (ID: 11023)",27196,11025,11023
"Thanndorfer, N. (ID: 11550) hat Ehe mit Gneus, N. (ID: 8260)",27774,11550,8260
"Dorn, verh. Überlinger, Ursula (ID: 11107) hat Ehe mit Überlinger, Hans (ID: 604)",27792,11107,604
"Oheim, Margarethe (ID: 11555) hat Ehe mit Oheim, Urban (ID: 8674)",27796,11555,8674
"Posch, Magdalena (ID: 11557) hat Ehe mit Posch, Hans (ID: 9793)",27798,11557,9793
"Bubenhofen (Frau des Jörg von Bubenhofen), N. von (ID: 12045) hat Ehe mit Bubenhofen, Jörg von (ID: 3616)",27839,12045,3616
"Freyberg (Frau des Michael von Freyberg), N. von (ID: 12424) hat Ehe mit Freyberg, Michael von (ID: 5221)",28187,12424,5221
"Hirsch, N. (ID: 10188) hat Ehe mit Hirsch (Mann der N. Hirsch), N. (ID: 10187)",28393,10188,10187
"Matz, N. (ID: 10203) hat Ehe mit Matz, Kunz (ID: 10047)",28438,10203,10047
"Matz, N. (ID: 10203) hat Ehe mit Matz, Kunz (ID: 10047)",28510,10203,10047
"Falkner, Barbara (ID: 121) hat Ehe mit Falkner, Peter (ID: 120)",28523,121,120
"Koch, N. (ID: 10246) hat Ehe mit Koch, Niklas (ID: 9261)",28593,10246,9261
"Pürckl, N. (ID: 10250) hat Ehe mit Pürckl, Augustin (ID: 10199)",28607,10250,10199
"N. (Frau des Ludwig N. (Büchsenknecht)), N. (ID: 10254) hat Ehe mit N. (Büchsenknecht), Ludwig (ID: 8432)",28613,10254,8432
"Richler, Agnes (ID: 10274) hat Ehe mit Richler, Sixt (ID: 750)",28773,10274,750
"Schmied, Agnes (ID: 9210) hat Ehe mit Schmied, Kunz (ID: 10277)",28789,9210,10277
"Eitenhauser, Elisabeth (ID: 10279) hat Ehe mit Eitenhauser, Hans (ID: 9870)",28798,10279,9870
"Schlosser, Apollonia (ID: 8904) hat Ehe mit Schlosser, Lienhard (ID: 9201)",28825,8904,9201
"Kürschner, Margarethe (ID: 10283) hat Ehe mit Kürschner, Thomas (ID: 8238)",28930,10283,8238
"Feierabend, N. (ID: 10058) hat Ehe mit Zäggi, verh. Feierabend, N. (ID: 10059)",29262,10058,10059
"Feierabend, N. (ID: 10058) hat Ehe mit Zäggi, verh. Feierabend, N. (ID: 10059)",29263,10058,10059
"Grießen, Rudolf von (ID: 2513) hat Ehe mit Grießen, Dorothea von (ID: 2595)",29301,2513,2595
"Ems, verh. von Säben, Gertraud von (ID: 6490) hat Ehe mit Säben, Oswald von (ID: 65)",29371,6490,65
"Koch, N. (ID: 10246) hat Ehe mit Koch, Niklas (ID: 9261)",29611,10246,9261
"Trauner, verh. Zenger, N. (ID: 10428) hat Ehe mit Zenger zu Lichtenwald, Wolfgang (ID: 10427)",29686,10428,10427
"Nef, Elisabeth (ID: 10443) hat Ehe mit Nef, Lorenz (ID: 5317)",29735,10443,5317
"Nef, Elisabeth (ID: 10443) hat Ehe mit Nef, Lorenz (ID: 5317)",29737,10443,5317
"N., verh. Kindhausen, Margarethe (ID: 8931) hat Ehe mit Kindhausen, Leonhard von (ID: 869)",30036,8931,869
"Montsberg, N. von (ID: 10589) hat Ehe mit Posch, Hans (ID: 9793)",30491,10589,9793
"Hausen, Anna von (ID: 10623) hat Ehe mit Hausen, Burkhard von (ID: 125)",30620,10623,125
"Pücher, verh. Gansberger, Ainbet (ID: 6000) hat Ehe mit Gansberger, Andreas (ID: 5998)",30647,6000,5998
"Pücher, verh. Litscher, Anna (ID: 6001) hat Ehe mit Litscher, Ludwig (ID: 5999)",30649,6001,5999
"Münzmeister, Barbara (ID: 10630) hat Ehe mit Münzmeister, Engelhard (ID: 10629)",30661,10630,10629
"Waldenburg, Friedrich von (ID: 1073) hat Ehe mit Grafeneck, verh. von Waldenburg, Ursula von (ID: 4183)",30679,1073,4183
"Speck, Margarethe (ID: 11530) hat Ehe mit Speck, Hans (ID: 9194)",30787,11530,9194
"Speck, Margarethe (ID: 11530) hat Ehe mit Speck, Hans (ID: 9194)",30788,11530,9194
"Dorn, verh. Überlinger, Ursula (ID: 11107) hat Ehe mit Überlinger, Hans (ID: 604)",30797,11107,604
"Fieger, Niklas (ID: 4250) hat Ehe mit Stummelpeck, verh. Fieger, Elisabeth (ID: 3051)",30954,4250,3051
"Zuschroter, Anna (ID: 11293) hat Ehe mit Zuschroter, Hans (ID: 11292)",31123,11293,11292
"Habsberg, Mang von (ID: 467) hat Ehe mit Thun, verh. von Habsberg, Benigna von (ID: 4188)",31158,467,4188
"Trompeter (Frau des Gabriel Trompeter), N. (ID: 10678) hat Ehe mit Trompeter, Gabriel (ID: 6372)",31204,10678,6372
"Koch, N. (ID: 10246) hat Ehe mit Koch, Niklas (ID: 9261)",31227,10246,9261
"Scherer, Peter (ID: 11511) hat Ehe mit Scherer, N. (ID: 11510)",31264,11511,11510
"Plochinger (Frau des Hans Plochinger), N. (ID: 11223) hat Ehe mit Plochinger, Hans (ID: 1162)",31411,11223,1162
"Pfeifer (Frau des Fritz Pfeifer), N. (ID: 10691) hat Ehe mit Pfeifer, Fritz (ID: 1037)",31469,10691,1037
"Pfeifer (Frau des Fritz Pfeifer), N. (ID: 10691) hat Ehe mit Pfeifer, Fritz (ID: 1037)",31486,10691,1037
"Pfeifer (Frau des Hans Pfeifer), N. (ID: 10692) hat Ehe mit Pfeifer, Hans (ID: 1938)",31488,10692,1938
"Pfeifer (Frau des Antoni Pfeifer), N. (ID: 10693) hat Ehe mit Pfeifer, Antoni (ID: 9864)",31491,10693,9864
"Pfeifer (Frau des Hans Pfeifer), N. (ID: 10692) hat Ehe mit Pfeifer, Hans (ID: 1938)",31494,10692,1938
"Pfeifer (Frau des Antoni Pfeifer), N. (ID: 10693) hat Ehe mit Pfeifer, Antoni (ID: 9864)",31496,10693,9864
"Pfeifer (Frau des Fritz Pfeifer), N. (ID: 10691) hat Ehe mit Pfeifer, Fritz (ID: 1037)",31498,10691,1037
"Eitenhauser, Hans (ID: 9870) hat Ehe mit Eitenhauser, Elisabeth (ID: 10279)",31614,9870,10279
"Gföhlin von Korb, verh. Fuchs von Fuchsberg, Margarethe (ID: 7397) hat Ehe mit Fuchs von Fuchsberg, Werner (ID: 233)",31900,7397,233
"Knöringen, verh. von Etzdorf, Dorothea von (ID: 5528) hat Ehe mit Etzdorf, Kaspar von (ID: 5529)",31911,5528,5529
"Hummel, Margarethe (ID: 2607) hat Ehe mit Hummel, Ludwig (ID: 7544)",31976,2607,7544
"Eitenhauser, Hans (ID: 9870) hat Ehe mit Eitenhauser, Elisabeth (ID: 10279)",32108,9870,10279
"Eitenhauser, Hans (ID: 9870) hat Ehe mit Eitenhauser, Elisabeth (ID: 10279)",32110,9870,10279
"Eitenhauser, Hans (ID: 9870) hat Ehe mit Eitenhauser, Elisabeth (ID: 10279)",32112,9870,10279
"Eitenhauser, Hans (ID: 9870) hat Ehe mit Eitenhauser, Elisabeth (ID: 10279)",32114,9870,10279
"Eitenhauser, Hans (ID: 9870) hat Ehe mit Eitenhauser, Elisabeth (ID: 10279)",32117,9870,10279
"Eitenhauser, Hans (ID: 9870) hat Ehe mit Eitenhauser, Elisabeth (ID: 10279)",32120,9870,10279
