Name,Vorname,Start,End,Alternative Namen,Status,ID,Geschlecht
Tierstein,Wilhelm von,,,"Tierstain
Tierst.",Graf,4696,männlich
Tiesser,Gertraud,,,,,13114,männlich
Tiesser,Hans,,,,,13113,männlich
Tirol,N.,,,,,11304,männlich
Tischler,Anna,,,Tischlerin,,8902,weiblich
Tischler,Eberhard,,,Tischlár,,5938,männlich
Tischler,Erkenbrecht,,,,,7846,männlich
Tischler,Gilg,,,"Tischlár
Tüschler
Túschler",,8396,männlich
Tischler,Ott,,,Túschler,,9460,männlich
Tischler,Peter,,,,Meister,7844,männlich
Tischler (Frau des Gilg Tischler),N.,,,,,11723,weiblich
Tolden,Christian,,,Toldenn,,11059,männlich
Toldenstein,Konrad,,,Toldenstain,,8508,männlich
Tomlinger,Kaspar,,,Dömlinger,Meister,11144,männlich
Tomlinger,Oswald,,,Dömlinger,Meister,11531,männlich
Tonauer,Friedrich,,,Thannauer,,10490,männlich
Tönglprann,N.,,,Tónnglprann,,11542,männlich
Toppel,Oswald,,,,,5541,männlich
Toppler,Balthasar,,,Topler,,8650,männlich
Toppler,Heinrich,,,"Toppler von Remaw
Topler",,1504,männlich
Toppler,N.,,,Toplers,,5706,männlich
Toppler,Peter,,,Topler,,5524,männlich
Torer,Asem,,,Tórer,,5206,männlich
Torer,Hans,,,,,10541,männlich
Tossenheim,Marx von,,,Tossenheym,,5319,männlich
Totzer,Oswald,,,,,3160,männlich
Track,Valentin,,,,,5033,männlich
Trapp,Barbara,,,,,5990,weiblich
Trapp,Georg,,,,Ritter,5987,männlich
Trapp,Helena,,,,,5991,weiblich
Trapp,Jakob,,17.08.1475,"Trappen
Trapen
Trap",Herr; Ritter,96,männlich
Trapp,Karl,,,,,5989,männlich
Trapp (der Jüngere),Jakob,,,,,5988,männlich
Tratzberger,Johannes,,,"Tratzperger
Traczperger",,2505,männlich
Tratzl,Jörg,,,Tratzel,,5822,männlich
Trauner,Jörg,,,Joͤrg Trawner,,3867,männlich
Trauner,Rudolf,,,"Trawner
Trauͤner
Trauͦner",,1495,männlich
Trauner (Knabe der Herzogin),N.,,,Trawner,,12748,männlich
"Trauner, verh. Zenger",N.,,,,,10428,weiblich
Trautinger,N.,,,Treúttinger,,8121,männlich
Trautinger,Ulrich,,,,,5323,männlich
Trautmann,Hans,,,Trautman,,9196,männlich
Trautmannsdorf,Leopold von,,,"Trautmanstorffer
von Trautmansdorff
Trautmansdorffer",,1326,männlich
Trautmannsdorf,N. von,,,"Trautmansdorffer
Trawtmanstarffer",,7289,männlich
Trautson,Balthasar,,vor 1476-08-25 <1476-08-25>,"Trawtsún
Trawtsun
Trautsun
Traẅtün",,3169,männlich
Trautson,Jakob von,,vor 01.06.1450 <1450-05-30>,,,6515,männlich
Trautson,Kaspar,,,"Trawtsun
Trawtsuns
Trautsun
Trautsúm",,1324,männlich
Trautson,N.,,,,,4297,unbekannt
Trautson,Sixt,,1508-03-02,"Trawtsun
Trautsun",,3294,männlich
Trebessen,Georg von,,,"Trebsen
Trebesen
Trebeͤusen
Trebussen
Trebeͤssen",,4397,männlich
Treubeck,N.,,,Treubegkh,,3028,männlich
Treutz,Adrian,,,"Trentz
Treuͤtz
Creuͤtz
Treÿcz
Treücz
Treẅcz",,11724,männlich
Treutz,Christian,,,Trewtz,,9453,männlich
Treutz,Georg,,,"Creuͤtz
Creutz
Kreuz
Treͤncz
Treͤucz
Trentz
Trewtz
Crewtz
Creuͤtz
Treuͤtz
Treẅcz
Treücz
Treẃcz",Meister,7849,männlich
Trewg,Georg,,,Trewgen,,8053,männlich
Treyer,Sebastian,,,,,5123,männlich
Treytz,Georg,,,Treitz,,4049,männlich
Treytz,Konrad,,,"Treitz
Trewtzen",,4047,männlich
Triebenberger,Diepold,,,Trybenberger,,10866,männlich
Trogmann,Peter,,,Trogman,,8385,männlich
Troll,Martin,,,,,12573,männlich
Troll,N.,,,,,10092,männlich
Trompeter,Andreas,,,Trumetter,,8786,männlich
Trompeter,Bernhard,,vor 1463-10-12 <1463-10-12>,Trumetter,,9801,männlich
Trompeter,Elisabeth,,,,,9803,männlich
Trompeter,Gabriel,,,"Trummetter
Trumetter
Trumeter",,6372,männlich
Trompeter,Hans,,,"Truͤmetter
Trumetter",,8621,männlich
Trompeter,Heinrich,,,Trumetter,,10535,männlich
Trompeter,Hieronymus,,,"Trumetter
Trummetter
Trumeter
Tumetter
Trúmetter
Truͤmetter",,3244,männlich
Trompeter,Kunzl,,,Trumetter,,4679,männlich
Trompeter,Leonhard,,,Trumetter,,12810,männlich
Trompeter,Lukas,,,Trummetter,,11168,männlich
Trompeter,Martin,,,Trumetter,,10548,männlich
Trompeter,N.,,,Walch Trumetter,,1192,männlich
Trompeter,N.,,,Walch Trumetter,,1193,männlich
Trompeter,Niklas,,,Trumetter,,13272,männlich
Trompeter,Wolfgang,,,Trumetter,,13313,männlich
Trompeter (Frau des Gabriel Trompeter),N.,,,,,10678,weiblich
Trompeter (Kempten),Hans,,,Tumetter von Kempten,,11157,männlich
Trompeter (Überlingen),Hans,,,Trumetter von Überlingen,,10707,männlich
Trote,Friedrich von,,,,Ritter,2286,männlich
Trubelper,Hans,,,Trubelber,,10651,männlich
Truchlieb,Konrad,,,Conratten Truchlieb,,1537,männlich
Truchlus (?),Konrad,,,,,6149,männlich
Truchsess,Heinrich,,,Trucksessen,,11355,männlich
Truchsess,Jörg,,,Truchsaͤs,,6268,männlich
Truchsessknecht,Andreas,,,Drugksatzknecht,,11816,männlich
Truchsessknecht,Hans,,,Drugsasknecht,,11977,männlich
Truchsessknecht,Kunz,,,Truchseͤzzenknecht,,8440,männlich
Truchsessknecht,Paul,,,Trúchsaͤzzknecht,,8097,männlich
Truchsessknecht,Rudolf,,,Truchsessenknecht,,11567,männlich
Truchsessknecht,Stefan,,,Druchseͤzzenkn.,,10882,männlich
Truchsess von Bichishausen,Albrecht,,,,,5830,männlich
Truchsess von Bichishausen,Hans,,,"Trucksaͤssen von Pickhishusen
Drugksaͤsß",,5829,männlich
Truchsess von Diessenhofen,Hans Ulrich,,,"Druͤchsezzen von Dyesnhoven
Truchsezzen von Diessenhoven
Drugksassen von Haÿmenhoffen",,10552,männlich
Truchsess von Diessenhofen,Heinrich,,vor 01.03.1473 <1473-03-01>,"Druchsaͤzzen von Disenhoven
Druchsaͤzzen von Dysenhoven
Druchsaͤzzen von Dyesnhoven
Truchsassen von Diessenhovenn
Truchsezzen",,10550,männlich
Truchsess von Diessenhofen,Ulrich,,,Druchseͤzzen von Disenhoven,,8135,männlich
Truchsess von Höfingen,Hans,,,"Truchsess von Hufingen
Drugsaͤzzen von Huͤrfingen
Truchsess von Heffingen",,4274,männlich
Truchsess von Rheinfelden,Hamann,,vor 26.04.1484 <1484-04-25>,"Drugkséssen
Trúckseß",Herr,4124,männlich
Truchsess von Ringingen,Jörg,,,Drugksássen von Ringingen,,11896,männlich
Truchsess von Stetten,Hans,,,Truhsess von Stetten,Ritter,6847,männlich
Truchsess von Waldburg,Eberhard,,,"Trukhsezzen
Drucgksázz zu Waltpuͤrg
von Sonnenberg
Drucksezzen zu Waltpurg
Truchsássen von Waltpurg
Druchsezzen
Truchsézzen
Graf zu Sonnenberg",Herr; Graf,1621,männlich
Truchsess von Waldburg,Georg,,,"Trugsass zu Wallpurg
Trugsessen von Walpurg",,5613,männlich
Truchsess von Waldburg,Jakob,,1460 <1460-06-30>,Trugksássen,,5288,männlich
Truchsess von Waldburg (der Ältere),Johann,,1505 <1505-06-30>,"Trugsaͤss in Waltpurg
Drugsáz ze Waltpurg der Elter
Drucksess
Druksazzen
Drukgsaͤzz zu Waltpuͤrg
Truckgsezzen
Trugksezzen
Truchksaͤzz
Trugksazzn zu Waltpurg
Drugksazzn
Trugksaͤzzn
Truchsaͤssn
Druggsássen zu Waltpurg
Drucksass der elter
Drugsázz von Waldpurg
Dugsezz
Trugsáss von Waltpurg
Druggsassen von Waltpurg dem eltern
Drugsaͤzzen von Waldburg dem eltern
Drugkseͤss von Walburg der elter
Drugsázzen zu Waltpurg den elteren
Druchsëzzen von Waltpurg
Druchsäzzen
Druchsäzzen von Walpurg
Drüchsäzzen von Walpurg
Druchsázzen zu Walpurg
Druchsázzn von Waltpurg
Drúchsássen zu Waltpurg
Trucksess
Drugsássen zu Waltpurg
Trúckseß zu Walburg
Trucksesß von Walburg
Trucksássen
Trugsaß von Walpurg",Herr,531,männlich
"Truchsess von Waldburg, verh. von Starkenberg",Ursula,,,,,6866,weiblich
Truchsess von Walhausen,Heinrich,,,"Drugsazzen
Druchsaͤzzen
Truchsázzen
Truchsézzen
Walhawsen",,6549,männlich
Truchsess zu Waldburg (der Jüngere),Hans,,,"Drugsatz zu Waltpurg der Junger
Drucksass der jünger",,4778,männlich
Truller,Paul,,,,,10801,männlich
Trüller,N.,,,Truͤller,,8438,männlich
Trullinger,Leonhard,,,"Trüllinger
Trúllinger
Truͤllinger
Trüllinger von Zell am Undersee
Trüllinger von Zell
Trüllinger zu Zell
Trullinger von Zell",,3444,männlich
Trumer,Jakob,,,Trumer von Ensisheim,,10799,männlich
Tschander,Hans,,,,,9839,männlich
Tschecker,Heinrich,,,Tschegker,,4408,männlich
Tschenn,Niklas,,,Tswén,,2382,männlich
Tschili,Paul von,,,Tshili,,4947,männlich
Tschnoff,Christian von,,,,,2811,männlich
Tschole,Hans,,,Tzschole,,4687,männlich
Tschwen,Hans,,,"Gswenn
Tswenn von Zifalten",,9525,männlich
Tübingen,Georg von,,,"von Tuͤbingen
von Túbingen",Graf,4104,männlich
Tübingen,Konrad von,,,"Tuͤbingen
Túbingen",Graf,4103,männlich
Tuchscherer,Hans,,,Tuechschereren zü Bregencz,,9506,männlich
Tuler,Martin,,,,,9570,männlich
Tumbritzer,Agnes,,,,,7413,weiblich
Tumbritzer,Balthasar,,vor 04.07.1473 <1473-07-03>,"Thumbnitzern
Tümbritzer",,2571,männlich
Tumbritzer,Helena,,,,,9478,weiblich
Tumbritzer,N.,,,,,4316,weiblich
Tumbritzer,Wilhelm,,,,,9477,männlich
"Tumbritzer, verh. von Thun",Anna,,,,,9476,weiblich
Tumm,Zyriak,,,,,13440,männlich
Tummer,N.,,,,,3027,männlich
Tür,Zyprian,,,Tuͤrren,,7940,männlich
Türhüter,Jos,,,Túrhúetter,,12136,männlich
Türhüter,Matheis,,,"Túrhuetter
Turhüetter",,1880,männlich
Türhüter,Nikolaus,,,"Turhuetter
Turhüetter",,10330,männlich
Türhüter,Stoffel,,,"Turhueter
Turhuͤeter",,8860,männlich
Turisan,N.,,,,,5388,männlich
Turisan,Ulrich,,,"Thurisan
Turisin",,1672,männlich
"Turisan, geb. von Thun",Margarethe,,,,,3721,weiblich
Türk,Andreas,,,"Türkh
Turkh
Turcken
Turgken
Türgk
Türgken
Tuͤrgken
Turgk
Turken",,10522,männlich
Türk,Hans,,,Tuͤrcken,,12886,männlich
Türk,N.,,,"Turgken
Túrckhen
Túrcken",,11761,männlich
Türk,Sigmund,,,Turkch,,6780,männlich
Türk,Wilhelm,,,Turcken,,12645,männlich
Türkental,Gregor,,,Turkhntal,,8725,männlich
Turlach,N.,,,"Dúrlach
Turlacher",,7975,männlich
Turndl,Georg,,,,,5848,männlich
Turndl,Matthias,,vor 08.03.1483 <1483-03-07>,"Turndel
Tuͤrndl
Turndlerns
Turndlein
Tuͤrnlin
Túrnel
Tuͤrnel
Turndel
Tuͤrndel
Túrndel
Tuͤrndli
Túrndeln
Túrndl
Tuͤrel",,2933,männlich
Turndl,Matthias,,,,Ritter,7753,männlich
Turndl,Michael,,,,,7754,männlich
Turndl,N.,,,,,11719,weiblich
Turndl,Paul,,,,,7756,männlich
Turndl,Wolfgang,,,,,7755,männlich
Turndl (der Ältere),Matthias,,,,,5259,männlich
"Turndl, verh. von Firmian",Helena,,,,,7759,weiblich
Turner,Jakob,,,"Türner
Turnner",,2675,männlich
Turner,Jos,,,"Túrnher
Turnherer
Türnher
Turnher von Maӱenfeld
Turnher von Mayenveld
Tunher
Turnher",,9563,männlich
Turner,Wigolas,,,,,4157,männlich
"Turner, genannt Seidenmann",Jakob,,,"Seidenman
Seydenman
Turner, genant Seidenman",,649,männlich
Türnitzknecht,Jörg,,,"Túrnitzknecht
Türniczknecht",,12164,männlich
Tuschel,Hans,,,"Tüschel
Tuͤschel",,2709,männlich
Tux,Jörg,,,,,12994,männlich
Ubele,Kaspar,,,"Úbele
Vbele
Uͤbele
Übeli
Uͤbeli",,2981,männlich
Übelhör (?),Hans,,,"Vbehler
Ubeler
Úbelher",,5691,männlich
Überlinger,Bernhard,,,Bernharten Uͤberlinger,,2092,männlich
Überlinger,Hans,,,"Úberlinger
Uͤberlinger
Vberlinger
Uberlinger",,604,männlich
Überlinger,N.,,,Uͤberlingers,,2668,männlich
Überlinger,N. (weiblich),,,,,738,weiblich
Überreiner,Josef,,,"Úberrein
Uberrein
Uberreiner
Uͤberreiner
Überrainer",,2202,männlich
Überzwerg,Adam,,,"Überzwerich
Uberzwerch",,10646,männlich
Ublher,Hans,,,,,4264,männlich
Udimitsch,Martin,,,,,5133,männlich
Uffenloch,Barbara von,,,,,5466,männlich
Ulimann,Hans,,,Uliman,,12483,männlich
Ulm,Thomas von,,,"Wappenmeister
von Ulmm
von Ulme",Meister,4345,männlich
Ulmer,Heinrich,,,,,10170,männlich
Umbreut,Friedrich,,,Umbrewͤter,,2726,männlich
Unbacher,Hans,,,Hannsen Únpacher,,1761,männlich
Unbacher,Leonhard,,,Leonhartten Ünpacher,,1745,männlich
Unger,Hans,,,Hannsen Unger,,1910,männlich
Unger,Jörg,,,"Unger von Swatz
Unger von Swacz
Unger von Schwacz
Unnger von Swacz",,1371,männlich
Ungerl,Stefan,,,Üngerel,,9905,männlich
Unglachs,Niklas,,,"Unglachsen
Vngelachs
Ungelachs
Ungelachsen
Unglachsn",,1228,männlich
Unterkaufer,Peter,,,Underkauffer,,10101,männlich
Unterstetter,Wolfgang,,,Undterstetter,,10873,männlich
Unterweger,Berthold,,,Underweger,,8676,männlich
Untorf,Stoffel,,,Stoffel Urntorf,,3503,männlich
Unverdorben,Peter,,,Unverdorbenn,,13206,männlich
Urbach,Eberhard von,,,,,11348,männlich
Urchinger,Lienhard,,,,,5397,männlich
Ursana,Berthold von,,,"Ossana
Vrsana",,3176,männlich
Ursana,Friedrich von,,vor 09.02.1471 <1471-02-08>,"Ossana
Vrsana",,6334,männlich
Uschal,Anna,,,Vschal,,4468,weiblich
Uschal,Hans,,,"Vschal
Üschal
Uͦschal
Uscháll
Üschl
Uͤschel
Uschil",Meister,4467,männlich
Usenwanger,Georg,,,,,4358,männlich
Utenried,Joachim von,,,Autenried,,3881,männlich
Uttenheim,Heinrich von,,,Uttenheymer,,9002,männlich
Vaid,Hans von,,,,,6093,männlich
Vaisch,Burkhard,,,,,7769,männlich
Vaist,Jakob,,vor 17.09.1457 <1457-09-16>,"Vaisten
Vayst von Ichlingen
Vaest von Ihling",,135,männlich
Vaist,Sophia,,,Sophien,,134,weiblich
Vaist,Ulrich,,,,,2553,männlich
Vaistli,Burkhard,,,"Faistly
Vaystli
Vaýstli",,1546,männlich
Vaistli,Sigmund,,,,,12569,männlich
Valär,Hans Gall,,,Valár,,5022,männlich
Välißknecht,Kunz,,,Contzen Välißknecht,,1576,männlich
Valler,Niklas,,,,,2219,männlich
Valser,Jakob,,,,Doktor,5213,männlich
Vandoyer,Lorenz,,,,,5526,männlich
Vass,Kaspar von,,,"Casper Vass
Caspar von Vass
Casparn von Vass",,2103,männlich
Väterl (?),N.,,,,,6079,männlich
Vechinger,Georg,,,Weͤchinger,,10764,männlich
Vechinger,Hans,,,,,10270,männlich
Vechinger,Kaspar,,,,,4287,männlich
Vechinger,Paul,,,Vechinnger,,10268,männlich
Velb,Davit,,,Davit Velb,,1840,männlich
Velber,Joachim,,,"Joachimen Velber
Joachim",,3703,männlich
Velber,Leonhard,,,,,11232,männlich
Velber,N.,,,,,12137,männlich
Veldorfer,Hans,,,Veldorffer,Meister,6775,männlich
Velldorfer,Hans,,,Velldorffer,,8274,männlich
Vellenberg,Sigmund von,,,,,2499,männlich
Vellenberger,Christoph,,,Felberger,,12314,männlich
Vellenberger,N.,,,Vellnberger,,11960,männlich
Vellenstein,Wolfgang,,,Vellenstain,,10230,männlich
Velser,Kaspar,,,,,2924,männlich
Vend,Benedikt,,,Vennd,,10958,männlich
Vend,Jörg,,,Venden,,6393,männlich
Vend,Leonhard,,,"Vennden Noder
Vendt",,2760,männlich
Vend,Sixt,,,"Sichsen Venden von Wasserburg
Sichsen Venden",,2418,männlich
Vener,Diepold,,,Túrhutter,,5174,männlich
Vener,Jakob,,,,,8866,männlich
Venningen,Johann von,1409,1478-12-20,Johannsen,Herr,3607,männlich
Verer,Hans,,,,,12856,männlich
Verer,Heinrich,,,,,12935,männlich
Verer,Peter,,,Ferer von Lucern,,13190,männlich
Veringer,Ambrosius,,,,,11841,männlich
Veringer,Jakob,,,,,8854,männlich
Veringer,Leonhard,,,,,10968,männlich
Verniger,Ambrosius,,,,,3530,männlich
"Vernstet, verh. von Freyberg",Johanna von,,,"Freiberg
Johanna, geborn von Vernstet",,179,weiblich
Vetterl,Hans,,,"Veterl
Vetterlein
Vetterlein von Müllein
Vetterle von Múlen
Vetterel von Múlen
Vetter
Vetterel",,7835,männlich
Vetterl,Konrad,,,,Meister,10825,männlich
Vetzer,Wilhelm,,,,,12980,männlich
Vetzerli,Kunz,,,Veczerli,,12650,männlich
Veyol,Hans,,,"Veÿol
Veyel",,10324,männlich
Vich,Georg von,,,,,260,männlich
Vicki,Hans,,,Hannsen Vicki,,2110,männlich
Viehauser,Peter,,,"Vichhauser
Viehhauser",,3213,männlich
Vierling,N.,,,Vierdling,,10159,männlich
Vierstetter,Konrad,,vor 02.10.1458 <1458-10-01>,,,5324,männlich
Vierstetter,N.,,,,stummes Kind,5326,unbekannt
Vierstetter,Walpurga,,,,,5325,weiblich
Viler,Heinzmann,,,,,6875,männlich
Villanders,Balthasar von,,vor 21.11.1447 <1447-11-20>,Vilanders,,6104,männlich
Villanders,Hans von,,vor 14.04.1453 <1453-04-13>,Vilanders,,1104,männlich
Villanders,Pankraz von,,,"von Vilanders
Villandern",,2189,männlich
Villanders (der Ältere),Georg von,,,Vilannders,,5527,männlich
Villanders (der Jüngere),Georg von,,,"Vilanders
Vilannders",,1103,männlich
Villenbach,Albrecht von,,,Albrechten von Villenpach,,4233,männlich
Villenbach,Klaus von,,,"Villebach
Villenpach
Villepach",,596,männlich
Villenbach,Wilhelm von,,,"Villenpach
Villnpach
Fúllenbach
Villempach
Villipach
Vellenbach",,2166,männlich
Villenbach (der Ältere),Klaus von,,vor 02.05.1474 <1474-05-01>,Klaúsen von Villenpach,,4232,männlich
Villin,Heinrich,,,Hainrich Vyllin von Schellingen,,1195,männlich
Villinger,Balthasar,,,,,4570,männlich
Vinciguerra,N.,,,"Vincziberra von Ofen
Vincziberra von Persen",,9617,männlich
Vindeisen,Lorenz,,,Vindeysen,,12352,männlich
Vingler,Hans,,,,,13093,männlich
Vingler,Konrad,,,,,5587,männlich
Vinsterl,Michael,,,,,9203,männlich
Vinstingen (Fenestrange),Jan von,,,,Herr,5276,männlich
Vintler,Andreas,,,,,7763,männlich
Vintler,Hans,,,,"Lib. Frag. 2, fol. 153r.",937,männlich
Vintler,Hans,,,,"Lib. Frag. 2, fol. 153r.",936,männlich
Vintler,Konrad,,,"Vinttler
Vintlár",,21,männlich
Vintler,N.,,,Vinttler,,10388,männlich
Vintler,Niklas,,,"Vitler
Fingtler
Vinttler",,3430,männlich
Vintler,Zyprian,,,,,4649,männlich
Viola,Ulrich,,,,,8586,männlich
Visel,Josef,,,(Jos),,10638,männlich
Visierer,Heinrich,,,Visirer,,11220,männlich
Visinteiner,Georg,,,Visiteynner,,3362,männlich
Vitel,N.,,,Vitel von Augspurg,,8209,männlich
Vittler,Jos,,,Vittler von Werdenberg,,7586,männlich
Viztum,Bernhard,,,"Vitzthuͦmb
Vicztumen von Madel
Vicztum",Herr; Ritter,5554,männlich
Vogel,Adam,,,,,11553,männlich
Vogel,Georg,,,Vogln,,10606,männlich
Vogel,Hans,,,"Vogl
Vogler",,10201,männlich
Vogel,Johannes,,,,,11064,männlich
Vögelein,Georg,,,,,10653,männlich
Vogelgruber,Pankraz,,,Vogelgrueber,,11053,männlich
Vogelschütze,Kaspar,,,"Vogelschuͤtz
Vogelschuͤcz
Vogelschútz
Vogelschiesser
Vogelschüczer
Vogelschucz
Vogelschütz
Vogelschutz
Voglschuͤtz
Vogilschücz
Vogilschüczenn
Vogilschuczen",,816,männlich
Vogel (Stadtschreiber),Hans,,,,,11328,männlich
Vogelweide,Thomas von der,,,"von der Vogelwaid
(Hans)
Vogelwaid",Meister,12649,männlich
Vöglein,Friedrich,,,"Voͤglein
Voͤgelein",,10803,männlich
Vögler,Christoph,,,"Vegler
Vóglern",,1112,männlich
Vögler,Hans,,,Vögler von Nesselwang,,10955,männlich
Vögler,Jakob,,,Vegler,,5980,männlich
Vögler,Niklas,,,,,3177,männlich
Vögler,Sigmund,,vor 3.2.1450 <1450-02-02>,"Vegler
Vóglers",,1119,männlich
Vögler,Ulrich,,,Vegler,,6632,männlich
Vogler (mit dem einen Auge),N.,,,Vogler mit dem ainen aug,,10837,männlich
"Vögler, verh. Dieperskircher",Dorothea,,,"Dieperskircherin
Diepperskircherin",,1115,weiblich
"Vögler, verh. von Liechtenstein",Barbara,,,"von Liechtenstein
Liechtenstainerin",,1116,weiblich
Vögler zu Hauzenheim,Jörg,,,"Fögler von Hauczenhaim
Vogler
Vegler",,9925,männlich
Vögler zu Hauzenheim,Niklas,,,"Vegler
Vóglern",,1111,männlich
Vogt,Andre,,,,,2733,männlich
Vogt,Barbara,,,,,10854,männlich
Vogt,Berthold,,,Vogt von Kempten,,8196,männlich
Vogt,Burkhard,,,"Vogt von Angelberg
von Annglberg
Vogt von Anglberg
Vogt von Annglberg",,9572,männlich
Vogt,Christoph,,,,,12811,männlich
Vogt,Erasmus,,,,,12097,männlich
Vogt,Hans,,,"Vogt, sesshaft zw Zürich",,4677,männlich
Vogt,Hans,,,,,7352,männlich
Vogt,Hans Ulrich,,vor 1467-04-14 <1467-04-14>,,,10853,männlich
Vogt,Hans Werner,,,,,4946,männlich
Vogt,N.,,,,,11001,weiblich
Vöhlein,N.,,,Vöhleins von Mieminngen,,8118,männlich
Voldrer,Ehrenreich,,,"Vollrer
Volrer",,2713,männlich
Voldrer,N.,,,Volder,,8365,männlich
Voldrer zu Friedberg,Wilhelm,,,"Vollrer
Volrer
Vollrár von Fridwerg",,2712,männlich
Volkart,Hans,,,,Meister,4704,männlich
Volmar,Leonhard,,,"Vollmair
Volmers",,3271,männlich
Volmar,Ludwig,,,Volmair,,10856,männlich
Volmar,N.,,,Volman,,11915,männlich
Völs,Blasius von,,,von Zirel,,2970,männlich
Völs,Christoph von,,,,,3193,männlich
Völs,Kaspar von,,vor 24.04.1451 <1451-06-23>,,,4469,männlich
Völs,Lienhard von,,,Velser,Herr; Ritter,2723,männlich
Völseck,Amalia von,,,"Velsegkerin
Velsegg
Völsegg",,4311,weiblich
Völseck,Leonhard von,,vor 24.05.1471 <1471-05-23>,"Velseckg
Velsegg
Velsekger
Velser
Velsegk
Felsegker
Vellsegker
Velsegker",Herr; Ritter,1608,männlich
Völseck,N. von,,,,,4653,weiblich
"Völs, genannt Wirtel",Oswald von,,,,,5601,männlich
"Völs, verh. Murringer",Elisabeth von,,,,,13608,weiblich
vom Tor,Kaspar,,,,,8583,männlich
vom Tor,N.,,,,,8584,männlich
"von der Sichel, genannt Mosmer",Wilhelm,,,"Mosmer von Ensishaim
Mosmer von der Sichel
von Sicheln, genant Mosmer
Mosmar zu der Sichel
Mosmar von Enshaim
zu der Sichel
Mosmer zur Sicheln
Mosmer von Ennßhaim
zu der Sichelln",,11630,männlich
"von Freyberg, verh. Turndl",Martha,,,Marthan Tuͤrndls,,3623,weiblich
vorm Tor,Hans Erhard,,,zum Tor,,12969,männlich
Vorster,Hans,,,Hanns Vorster,,3753,männlich
Vosel,Christian,,,Kristan Vosels,,3955,männlich
Votzl,Michael,,,"Vótzel
Vocz
Vecz",,6008,männlich
Voyt,N.,,,,,10900,männlich
Voyt (von Gochsheim),Hans,,,"Voytten
Voitten
Vönt
Voýt
Voýtten
Voiten
Veÿten
Voͤyten
Voyͤten
Voͤnen
Voytten zu Enßhaym
Vöyt
Voÿt
Veiten",,2181,männlich
Wabern,Petermann von,,,"Pabern
Barbern",Ritter,462,männlich
Wabern,Peter von,,,,Ritter,12880,männlich
Wabner,Andre,,,,,5689,männlich
Wach,Christoph,,,,,4214,männlich
Wach,Lamprecht,,,,,6070,männlich
Wachauer,Pankraz,,,Wachawer,,7852,männlich
Wacker,Leonhard,,,,,9438,männlich
Wackerlin,Kunz,,,,,13049,männlich
Wägelein,Leonhard,,,Wégenlin,,2855,männlich
Wagenknecht,Albrecht,,,Wagnknecht,,10141,männlich
Wagenknecht,Alexius,,,Wagnknecht,,10242,männlich
Wagenknecht,Augustin,,,,,10999,männlich
Wagenknecht,Christian,,,(Christel),,1720,männlich
Wagenknecht,Kaspar,,,Wagnknecht,,10140,männlich
Wagenknecht,Konrad,,,Wagnknecht,,9160,männlich
Wagenknecht,Ludwig,,,,,11754,männlich
Wagenknecht,Michael,,,,,10021,männlich
Wagenmann,Konrad,,,,,4135,männlich
Wager,N.,,,,,9513,männlich
Wagner,Hans,,,Wagner von Veldkirch,,8784,männlich
Wagner,Ulrich,,,,,5420,männlich
Wagner (Nürnberg),Hans,,,,,8951,männlich
Wähingen,Hans von,,,"Wähing
Wahingen
Waͤhing
Wehingen
Wehinger
Wáhingen
Wechingen
Wechinger
Weͤhingen
Waͤhingen
Wahing",,336,männlich
Wähinger,Jörg,,,Wehinger,,11487,männlich
Waiblingen,Hans Erhard von,,,von Bayblingen,,10926,männlich
Waidenlich,Leonhard,,,Waidnlich,,12772,männlich
Waidmann,Berthold,,,"Waidman
Waydman
Waÿdman",,820,männlich
Waidmann,Hans,,,Waydman,,4259,männlich
Waidmann,N.,,,"Waidman
Waydman im Jégerhaus",,8684,männlich
Waidmann,Ulrich,,,"Waidman
Waidenman",,1118,männlich
Walch,Adam,,,"Walich
Walch von Ranspach",,4773,männlich
Walch,Hans,,,,,4826,männlich
Walch,Heinrich,,,Walhen,,10371,männlich
Walch,Helena,,,,,6343,weiblich
Walch,Johann,,,Walhen,,8041,männlich
Walch,N.,,,Walhen,,11486,männlich
Walch,Oswald,,,,,7720,männlich
Walch,Sigmund,,,Walh,,2977,männlich
Walcher,Jörg,,,,,9953,männlich
Walch (Trompeter),Hans,,,Walh,,11166,männlich
Wald,Anton Günther von,,,,,6129,männlich
Wald,Klaus von,,,vom Wald,,999,männlich
Waldbach,Hans,,,Waltpach,,13155,männlich
Waldbot,Heinrich,,,Waltpot,,6756,männlich
Waldenburg,Friedrich von,,vor 20.07.1493 <1493-07-19>,"Waldemburg
Waldenbúrg
Stallmaister von Waldenburg
Waldenhofenburg
Waldenwurg",,1073,männlich
Walder,Oswald,,,,,5546,männlich
Waldkircher,Hans,,,"Walkircher
Walkirch",,10217,männlich
Waldmann,Hans,,,"Waldman von Zürch
Waldman",Herr; Ritter,455,männlich
Waldner,Hermann,,,Herman Waldner,Ritter,1681,männlich
Waldner,Jakob,,,,,12465,männlich
Waldner,Johann,,,,,5735,männlich
Waldner,Konrad,,,,,13480,männlich
Waldner,Rudolf,,,,,4606,männlich
Waldshut,Hans von,,,"von Waltzhuet
von Baltzhuͦt",Meister,8318,männlich
Waldvogel,N.,,,Waltvogel,,1977,männlich
Waler,Hans,,,Waler von Kembten,,12165,männlich
