Name,Vorname,Start,End,Alternative Namen,Status,ID,Geschlecht
Häring,Hans,,,Háring,,11517,männlich
Häring,Heinrich,,,"Haͤring
Háring
Haring
Schenck
Hering
Heͤring
Héring
Schennkhen",,690,männlich
Häring,Mang,,,"Haͤring von Kawfpewren
Háring",,10637,männlich
Harnasch,Konrad,,,"Harnascher
Harnasch von Pludesch
Harnasch auß Walgew",Meister,4375,männlich
Harnascher,Niklas,,,Harnascher von Neurnberg,,12012,männlich
Harnisch,Paul,,,Harnasch,,8014,männlich
Harnischknecht,Ulrich,,,Harnaschknecht,,10144,männlich
Harnischmeister,Jörg,,,"Harnaschmaister
Harnaschmaýster von Mülau",Meister,11775,männlich
Harnischmeister,Kaspar,,,"Harnaschmaister
Harnaschmaister von Mülein
Harnaschmaister von Muͤlen",Meister,11113,männlich
Harnischmeister,Pankraz,,,"Harnaschmaister
Harnaschmaister zu Bregentz",,8248,männlich
Harnischpolierer,Wolfgang,,,Harnaschpolirer,,13591,männlich
Harolt,Margarete,,,Harroltin,,2480,weiblich
Harras,Dietrich von,,,"Arrass
Arras",Ritter (Herr),3956,männlich
Harscher,Götz,,,,,7502,männlich
Harscher,Hans,,,Harsch,,6931,männlich
Harscher,Jörg,,,,,11430,männlich
Härtl,Antoni,,vor 09.02.1492 <1492-02-08>,"Heͤrtl
Hawtel
Haͤrtel
Hártl
Hertel
Hertl
Haͤrtl
Härtil
Herttl",,3783,männlich
Härtl,Christoph,,,,,9376,männlich
Härtl,Konrad,,,Herttel,,9262,männlich
Härtl,Matthias,,,"Hertl
Hártli
Härtlen",,5635,männlich
Hartlieb (von Stamheim),Gotthard,,,"Hartlieb von Stamhaym
de Stamhaim
von Hartlieb (1486)
Hartlieb von Stamhaÿm
Hartlieb von Stanhaim",,4150,männlich
Hartmann,Hans,,,Hartmans,,6601,männlich
Hartmann,Leopold,,,,,4499,männlich
Hartung,Erhard,,,,,6628,männlich
Hartung,Konrad,,,,,5661,männlich
Harzer,Hans,,,"Hartzer
Harczer von Pregencz",,2210,männlich
Has,Hans,,,,,10628,männlich
Has,Jakob,,,"Hasen
Hase
Haas
Hass
Hasen
Hasn
Haß",,757,männlich
Has,Katharina,,,Haas,,4472,weiblich
Has,N.,,,genannt der Has,,8254,männlich
Hasacker,Heinrich,,,Hasagker,,10814,männlich
Hase,Hans,,,Nase?,,10520,männlich
Hasenmerker,Konrad,,,Jeger Hasensmerker,,4506,männlich
Hasenschmied,Kaspar,,,Hasenschmid,,8773,männlich
Hasenschütz,Konrad,,,,,9029,männlich
Hasenwein,Niklas,,,,,4494,männlich
Haser,Blasius,,vor 1465-05-31 <1465-05-31>,Hasler,,6421,männlich
Has (Frau des Jakob Has),N.,,,,,9155,weiblich
Hasfurt,Heinrich,,,Hasfurt von Lucern,,13188,männlich
Hasfurt,Michael von,,,,,4171,männlich
Haslach,Jos von,,,,,12090,männlich
Haslacher,Christoph,,,,,6186,männlich
Haslacher,Konrad,,,,,11772,männlich
Haslacher,N.,,,,,12089,männlich
Haslauer,Ludwig,,,Haszlawer,,4706,männlich
Hasler,Christoph,,,"Hassler
Haßler
(Christian)",,2298,männlich
Hasler,Hans,,,,,3453,männlich
Hasler,Matheis,,,,,10326,männlich
"Hasler, geb. Schartenberger",Margarethe,,,,,4913,weiblich
Hatmannsdorfer,Werner,,,"Hatmanstorffer
Hademstorffer",,5371,männlich
Hattler von Weißenburg,Klaus,,,"Hatler
Hattler von Weissenburg",,4604,männlich
Hattstatt,Christoph von,,,"Hadstat
Hatstat
Hadtstat
Hattstat",Herr; Ritter,3980,männlich
Hattstatt,Heinrich von,,,Hadstat,,4875,männlich
Hätz,N.,,,Hácz,,2986,männlich
Haubinger,Berthold,,,,,2959,männlich
Hauer,Jörg,,,Hawr,,7320,männlich
Haug,Ludwig,,,Hawg,,12060,männlich
Häugli,N.,,,Haͤwgli,,10177,männlich
Hauinger,Michael,,,"Hawniger
Hawinger",,12796,männlich
Häun,Hans,,,"Haẃn
Hawͤn
Hawͤnn
Haẅn
Hawn",,10980,männlich
Häun,Ruprecht,,,Hawn,,11916,männlich
Haunburger,Hans,,,"Hawnburger
Haẃnburger
Hawmburger",,1726,männlich
Haunburger,N.,,,Hawnwurger,,10116,männlich
Haus,Bartholomäus von,,,"Hawß
Hawͤß
Hawss",Herr; Ritter,918,männlich
Haus,Christian,,,Huss,,11930,männlich
Haus,Dietrich von,,,von Hawss,,10530,männlich
Haus,Hans Bartholomäus von,,,"Hawß
vom Hawͤs
vom Haws
vom Haúß
Hawss
Huss",Ritter,1498,männlich
Haus,Hans Friedrich von,,,"Hauss
Haws
Huss",,4105,männlich
Haus,Hans von,,,"vom Haúß
vom Hauß
vom Hawͤß
vom Hawß
vom Haẅß",,12529,männlich
Hausen,Anna von,,,,,10623,weiblich
Hausen,Burkhard von,,,,,10625,männlich
Hausen,Burkhard von,,vor 04.05.1482 <1482-05-03>,"Hawsen
Haẃsen
Háwsen
Häwsen
Hawͤsen
Haẅsen
Hawsn",,125,männlich
Hausen,Erhard von,,,"Haẅsen
Hawsen",,9909,männlich
Hausen,Jakob von,,,"von Huͤsen
von Hawsen",,4534,männlich
Hausen,Johannes von,,,,,10624,männlich
Hausen,Magdalena von,,,,,10626,weiblich
Hausen,Oswald von,1430 <1430-06-30>,1501-02-15,"Hawsen
Hawsn
Hawͤsen",,552,männlich
Hausen,Sixt von,,,,,4780,männlich
Hausen (Frau des Oswald von Hausen),N. von,,,,,13117,männlich
"Hausen, genannt Zollner",Hans,,,Zollner,,4432,männlich
Hauser,Hans,,,Hawser,,13486,männlich
Hauser,Michael,,,Haúser,,12594,männlich
Hauser,N.,,,Hawser,,6840,männlich
Hauser,Zyriak,,,Hawser,,2759,männlich
Häusl,Matthäus,,,"Hewsel
Heẅsl
Heẅs
Huisl
Hewsl
Hewsenn
Hewß
Héwsel",,9945,männlich
Hausmann,Jakob,,,"Hauͤsman
Hawsmann",,2388,männlich
Hausmann,Paul,,,Hausman aus Curtini,,7246,männlich
Hausmann (Frau des Jakob Hausmann),N.,,,,,4681,weiblich
Hausner,Hans,,,Hausner von Burckhstall,,8662,männlich
Hausner,Konrad,,,Haußner,,7984,männlich
"Haus, verh. von Landeck",Benedikta von,,,"Haẃs
Haws
Huss",,2560,weiblich
Hauswirt,Christian,,,,,10768,männlich
Hauswirt,Hans,,,,,10769,männlich
Hauswirt,Vincenz,,,,,10763,männlich
Havel,Georg,,,Hauel,,4519,männlich
Hebenstreit,Hans,,,Hebenstreyt,,10940,männlich
Hechlimacher,Hans,,,,,12764,männlich
Hechtensteiner,Hans,,,Hechtenstainers,,7568,männlich
Hechtensteiner,Magdalena,,,,,7567,weiblich
Hegelein,Stefan,,,,,8278,männlich
Hegeli,Wilhelm,,,,,12190,männlich
Hegner,Hans,,,"Hegner aus der Marckh
Hegner von Sweitz",,1243,männlich
Heid,Elisabeth,,,,,2610,weiblich
Heidelberger,Dionysius,,vor 1463-07-14 (?) <1463-07-14>,"Haͤdlberger
Haidlbergers
Haidelberger
Haydelberger",,1323,männlich
Heidenheimer,Bartholomäus,,,"Haydenheimer
Haydenhaym(er)
Haydenhaymer",,4474,männlich
Heidenheimer,Ludwig,,,"Haydenhaym(er)
Haydenhaymer
Haydenheimer",,4473,männlich
Heid (Kind Sigmunds),N.,,,,,2611,unbekannt
Heimburg,Gregor von,,,Haimburg,Doktor,1392,männlich
Heimel,Jakob,,,Haymeͤl,,5312,männlich
Heimenhofen,Hieronymus von,,,"Haymenhouen
Haymenhofen
Haymenhof
Haimenhofen
Haimhoven",Herr; Ritter,3948,männlich
Heimenhofen,Jörg von,,,"Haimenhofen
Haýmenhofen",,3605,männlich
Heimenhofen,Melchior von,,,"Haymenhoffen
Haymenhoven
Haymenhofen
Haýmenhouͤen
Haimenhouen
Haymenhoffer
Haimenhoven
Haÿmenhoven",,1090,männlich
Heimenhofen,N. von,,,Haymenhoffers,,3536,männlich
Heimenhofen,Pantaleon von,,,Haimenhofen,,10972,männlich
Heimenhofen,Peter von,,,Haimmenhofven,,11599,männlich
Heimenhofen,Ulrich von,,,Haymenhofen,,5262,männlich
Heimenhofen (der Jüngere),Georg von,,,Haymenhofen,,5175,männlich
Heimenhofen (der Jüngere zu Fluhenstein),Hans von,,,Haimenhofen dem jüngeren zum Flüchenstain,,9664,männlich
Heimgarter,Konrad,,,"Heinngartter
Heingarter
Hayngarter
Haingartner
Haingartter",Doktor,3991,männlich
Heiner,Hans,,,Heyner,,8232,männlich
Heinig,Hans,,,Heinigk,,9486,männlich
Heinz,Bernhard,,,Haintz,,10893,männlich
Heinz,Konrad,,,,,9305,männlich
Heinzhaus,Jänli,,,Heintzhaus,,5073,männlich
Heinzli,Hans,,,Hainczli von Will,,12470,männlich
Heisbrucker,Hans,,,Heisprugkher,,7707,männlich
Heiß,Kunz,,,Heyͤsn Chuntzen,,5759,männlich
Heiß,Sigmund,,,Heyss,,1622,männlich
Heizer,Jakob,,,Haytzer,,13548,männlich
Heizer,Leonhard,,vor 1480-03-13 <1480-03-13>,"Haitzer
Ofnhaiczer
Haytzer
Inhaitzer",,5550,männlich
Heizer,Margarethe,,,"Urban Haitzerin
Urban Haýtzerin",,11288,weiblich
Heizer,Ulrich,,vor 1460-07-18 <1460-07-18>,Haitzer,,8332,männlich
Heizer,Urban,,,Haitzer,,10841,männlich
Heizer (Bote),Ulrich,,,Haitzer,,10840,männlich
Heizer (Frau des Urban Heizer),N.,,,Urban Haitzerin,,12133,weiblich
Hektor,Herbert,,,Hector von Straßpurg,,12799,männlich
Helbark,Klaus,,,Helbock,,7726,männlich
Held,Jakob,,,Held von Grins,,7620,männlich
Held,Ulrich,,,Helt,,1991,männlich
Helfenstein (der Ältere),Ludwig von,,,"Helffenstain
Helffenstain dem elteren",Graf,9169,männlich
"Helfenstein, verh. von Castelbark, verh. von Brandis",Praxedis von,,,Helffenstain,Gräfin,5498,weiblich
Hellbock,Hans,,,Helbogk,,11980,männlich
Hellbock,Klaus,,,"Hellpock
Helbock",,12726,männlich
Heller,Hans,,,,,9253,männlich
Heller,N.,,,,,10410,männlich
Heller,Sigmund,,,,Meister; Doktor,10225,männlich
Hellgruber,Johannes,,,"Hellgrueber
Hellgruͤber
Helgruber
Helgrübers
Hellgrueb
Helgruͤeber",,1964,männlich
Helli,Hans,,,Hele,,12206,männlich
Helmprecht,Leonhard,,,,,8846,männlich
Helmschrott,Konrad,,,"Helmschrot
Helmschrotss
Helbenschrot
Helbinschrot",,2230,männlich
Helmschrott,Margarethe,,,,,4033,weiblich
Helmschrott (Lautenist),Konrad,,,"Helmschrot
Hellmschrott",,9527,männlich
Helmstatt,N. von,,,Helmsteten,,13462,männlich
Helmstatt,Weinprecht von,,,,,7000,männlich
Hendl,Hans,,,"Händl
Henlin
Henndel",,4586,männlich
Hendl,Jenewein,,,Hendel,,11290,männlich
Hendl,Margarethe,,,,,7432,weiblich
Hendl,N.,,,"Heͤwndel
Hewͤndel
Haẃnndlin
Haͤnndli
Hendli
Heundel",,10846,männlich
Hendl,Peter Paul,,,"Händl
Heͤndel",,5265,männlich
Hendl,Reinprecht,,,,,3381,männlich
Hendl,Sigmund,,,"Hendel
Hendli
Hóndel
Henli
Hendleins",,2978,männlich
Hendli,Georg,,,"Hendly
Hänlin
Hanly",,1374,männlich
Hendl (Tochter des N. Hendl),N.,,,,,11011,weiblich
Henger,Hans,,,Henngr,,4406,männlich
Henggi,Burkhard,,,Hennggi,,7141,männlich
Henggi,Hans,,,Hennggi,,7142,männlich
Henicken,Antoni,,,"Henigkein
Hengken von Pludencz
Hengke von Pludentz
Hencke von Pludentz
(Thönig)
Henikein",,976,männlich
Henicken,Egli,,,Henigky,,979,männlich
Henicken,Hans,,,"Henigkein
Haͤnigken
Haͤnigkein
Hänikein
Henngki von Bludentz
Heningin von Bludnitz
Hanigkein
Haͤnnigkein von Bludnitz
Hännikein von Pludnitz
Hengke von Pludentz
Heinigke
Henike
Heingke
Hënigken
Heingkein
Henigke
Henigkein
Hoͤnigke
Henigken
Henicke",,2122,männlich
Heninigo,N.,,,"Heninigó
Heingkein",,4700,männlich
Henler,Balthasar,,,,,6075,männlich
Henz,Hans,,,"Haintz
Heinz",,11944,männlich
Henz,Johannes,,,"Hentz
Haintzen
Haintzn
Heinczen
Hainczen
Hainczen zú Bregencz
Hainczen von Bregencz
Haintzen zü Bregentz",,6330,männlich
Henz,Konrad,,,Henntz,,4874,männlich
Herb,Dietrich,,,Hew,,12347,männlich
Herbart,Andre,,,,,2814,männlich
"Herbst, genannt Grafhans",Hans,,,"Herbst, genannt Grafhannsen",,12426,männlich
Hereditz,Niklas von,,,Heredicz,,13529,männlich
Herkommer,Stefan,,,Herkomenn,,13127,männlich
Herlingen,Ulrich von,,,,,4169,männlich
Herpfer,Antoni,,,"Herpher
Härpffer
Heͤrpfer",,3670,männlich
Herr,Hans,,,,,2355,männlich
Herrenberg,Paul,,,,,5717,männlich
Herrenstein,Wendel von,,,Hárenstain,,11019,männlich
"Herr, genannt Schalk",Konrad,,,"Herrenn, genannt Schalkh",,3702,männlich
Herrgott,Berthold,,,"Hergot
Hergat",,1630,männlich
Hertenfelder,Anna,,,,,6860,weiblich
Hertenfelder,Konrad,,vor 26.11.1461 <1461-11-26>,,,4597,männlich
Hertenfelder,N.,,,"Hertnfelder
Herttenfelder",,5356,männlich
Hertenfelder,Pankraz,,,"Hertenfeldár 
Hertenffeldár",,6486,männlich
Hertenfelder,Wolfgang,,,"Hertnfelder
Hertnnfelder",,4370,männlich
"Hertenfelder, verh. von Leonburg",Barbara,,ca. vor 1461 <1461-06-30>,,,5391,weiblich
Hertenstachel,Konrad,,,Herttnstachel,,10414,männlich
Hertenstein,Balthasar von,,,,,4824,männlich
Hertenstein,Bruno von,,,von Hertenstain,,5752,männlich
Hertenstein,Georg von,,,,,10229,männlich
Hertenstein,Jakob von,,,Hertenstain,,5074,männlich
Hertenstein,Kaspar von,,,Hertenstain,Ritter,7573,männlich
Hertenstein,Werner,,,"Hertenstain
Herttenstain",,11438,männlich
Hertter von Hertteneck,Balthasar,,,Herter von Hertnegk,,5040,männlich
Hertter von Hertteneck,Wilhelm,,,"Hertter
Hortter",Herr,2519,männlich
Hervergelt,Hans,,,Heruergelts,,13560,männlich
Herwart,Lukas,,,Herwart von Augspurg,,5487,männlich
Herwartinger,Niklas,,,,,11306,männlich
Herz,Jakob,,,,,5583,männlich
Herzog,Friedrich,,,,,2506,männlich
Herzog,Hans,ca. 1460 <1460-06-30>,,"Hertzog
Hertzogen
Herczogen",,1687,männlich
Herzog,Konrad,,,Hertzog,,10368,männlich
"Herzog, genannt Frei",Sigmund,,,"Hertzog
Frey",,2507,männlich
Heseloher,Andreas,,,Eseloner,,3617,männlich
Heslocher,Andreas,,,,,10534,männlich
Hess,Hans,,,,,4711,männlich
Hess,Tyli,,,,,11701,männlich
Hess,Ulrich,,,"Hessen
Hesen",,5338,männlich
Hettingen,Wolf von,,,Heͤttingen,,6473,männlich
Hetz,Heinrich,,,Hecz von Ráckwyl,,12249,männlich
Heuberger,Achaz,,,,,3041,männlich
Heuberger,Paul,,,Hewperger von Hall,,8085,männlich
Heudorf,Burkhard von,,,,,13106,männlich
Heudorf,Hans Matthias von,,,"Hewͤdorff
Hodorf
Hoͤdoͤrff
Hewdorff
Heudorff
Heydorff
Heẃdorff
Heúdorf
Hewͤdorf
Hewdorf
Heẅdorff
Heẅdorf",,1501,männlich
Heudorf,Heinrich Sigmund von,,,"Hódorf
Hödorf
Hoͤdorf
Hewdorf von Obelfingen",,4958,männlich
Heudorf,N. von,,,,,3448,männlich
Heudorf,Ortholf von,,,von Hodorff,,5825,männlich
Heudorf,Pilgrim von,,vor 03.10.1477 <1477-10-03>,"Hödorf
Hódorf
Howdorf
von Hodorff
von Hoͤdorff
von Heẃdorff
von Hewdorff 
von Hódorff
von Hoͤdórff
von Háwdorff
von Heẅdorff",Herr,5273,männlich
Heudorf,Walpurga von,,,,,12922,weiblich
"Heudorf, genannt Langenstein",Hans von,,,"Hödorf
Hódorf",,4812,männlich
Heurling,Hans,,,"Hewͤerling
Heẃerling
Hewrling
Heuͤrling
Heẃrling
Heúrling
Hewͤrling
Hewerling",,1232,männlich
Heurling,Katharina von,,,Heurlingen,,4352,weiblich
Heurling,N.,,,Hewrling,,7224,männlich
Heustadl,Balthasar,,,"Heustadel
Hewͤstadl
Hewͤstadel
Heústadel
Hewstädel",,2176,männlich
Heustadl,Christoph,,,"Hewstadel
Haẃstadl
Hewͦstadl
Heẅstat",Herr,2281,männlich
Heustadl,Dorothea,,,,,2320,weiblich
Heustadl,Hans,,,,,2319,männlich
Hewen,Heinrich von,,1462-11-22,von Höwen,Freiherr,2129,männlich
Hewen,Heinrich von,,,Hewͤen,,4918,männlich
Hewen,N. von,,,Heẃen,,6844,männlich
Hewen,Peter von,,,"Hewͤn
Heẃen
Hewͤen
Hewen Frey
Höwen
Hoͤwen
Heẃn
Heuͤen
Heͤwen
Heẅen",Herr; Freiherr,1314,männlich
Hilbe,Hans,,,"Hilb
Helbe
Hilby",,1301,männlich
Hildebrand,Berthold,,,"Hilprant
Hilbrandt",,12718,männlich
Hildebrand,Hans,,,Hilprandt,,9427,männlich
Hildritzheimer,Martin,,,"Hildriczhaimer
Hildritzhaimer
Hilderczhaimer
Hildertzhaimer
Hildriczhamer",,9524,männlich
Hilgerechscheiner,Martin,,,Hilgerechschainer,,8800,männlich
Hiller,Konrad,,,,,4878,männlich
Hinderbach,Johannes,1418-08-15,1486-09-21,,Herr,103,männlich
Hinterkircher,Lienhard,,,Hinderkircher,,7472,männlich
Hirner,N.,,,,,10004,männlich
Hirsbach,Hans von,,,"Hyrspach
Hirspach
Hirzbach
Hirtzpach
Hirtsbach",,5899,männlich
Hirsch,N.,,,,,10188,weiblich
Hirschhorn,Engelhard,,,"Hirschhorren
Hirschhornn",,13209,männlich
Hirschhorn,Konrad,,,genannt Hirshorn,,9759,männlich
Hirschhorn,Philipp,,,"Hyrschhorn
Hyrschorn
Hirßhorn",Meister; Doktor,1875,männlich
Hirschle,Hans,,,"Hirschle
Hyrschel
Hyrschly
Hyrstly
Hirschli
Hisli",,1011,männlich
Hirschmann,Hans,,,Hirsman,,10051,männlich
Hirsch (Mann der N. Hirsch),N.,,,Hirs,,10187,männlich
Hirtenfelder,Pankraz,,,Hirttenfelder,,3834,männlich
Hitz,Jörg,,,Hitz ausm Graben Pundt,,9646,männlich
Hochfelden,Johann Lutz von,,,Hochvelden,Herr,4952,männlich
Hochhuber,Matthäus,,,,"(Lib. Frag 2, fol. 155r.)",938,männlich
Hochkircher,Ulrich,,,,,3615,männlich
Hochstetter,Georg,,,,,10403,männlich
Hochwart,Georg,,,"Hohenwart
Hochbart",,740,männlich
Hochwart (Frau des Georg Hochwart),N.,,,,,13375,weiblich
Hödinger,Rudolf,,,"Hodinger
Hedinger
Hedinger von Zürch",,1802,männlich
Hodritscher,Lukas,,,"Hawͤdritscher
Hadritscher",,2708,männlich
Hof,Michael von,,,Hoff,,2769,männlich
Hofacker,Hans,,,,,13594,männlich
Hofacker,Heinrich,,,,,9490,männlich
Hofen,Melchior von,,,Hoven,,10796,männlich
Hofenecker,Urban,,vor 1467-02-10 <1467-02-10>,Hofnegker,,3994,männlich
Hofenecker/Leo,Ursula,,,,,3993,weiblich
Hofer,Andreas,,,"Zuchtiger 
Zuͤchtiger an Meran
Zúchtiger
Züchtiger
von Meran",Meister,11073,männlich
Hofer,Blasius,,,Hover,,9429,männlich
Hofer,Friedrich,,,,,10317,männlich
Hofer,Georg,,,,,9466,männlich
Hofer,Gilg,,,Hover,,6150,männlich
Hofer,Hans,,,"Hover
Houer
Hopfer",,3367,männlich
Hofer,Jörg,,,Hover,,7511,männlich
Hofer,Stefan,,,"Hoffer von Renntschach
Hover von Rentschach",,895,männlich
Hofer,Virgil,,,Hover,,5480,männlich
Hofer (Barbier),Matthias,,,,,4422,männlich
Hofer (Kammerknecht),Matthias,,,Hover,,8500,männlich
Hofer (von Görz),Stefan,,,,,8551,männlich
Hoffmann,Utz,,,,,3086,männlich
Hoffurter,Heinrich,,,Hoffurtter,,447,männlich
Hofgärtner,Jos,,,Hofgarter,,12750,männlich
Hofhaimer,Hans,,,Hoffhamer,,6310,männlich
Hofhaimer,N.,,,"Hofhamer
Hofaimer
Hofhaymer",,8619,männlich
Hofhaimer,Paul,,,Hofheimer,Meister,4377,männlich
Hofhaimer,Susanna,,,,,4378,weiblich
Hofhaimer (Frau des Paul Hofhaimer),N.,,,,,6717,weiblich
Hofmair,Utz,,,Hoffmair,,11867,männlich
Hofmann,Friedrich,,,Hofman,Meister,11507,männlich
Hofmann,Hans,,,Hofman von Bischofzell,,12655,männlich
Hofmann,Heinz,,,Hofman,,11740,männlich
Hofmann,Kaspar,,,Hofman,,6824,männlich
Hofmeister,Hans,,,Hofmaister,,9840,männlich
Hofschuster,Stefan,,vor 13.09.1487 <1487-09-13>,"Hofschusster
Schuster
Schuͦester
Schuester
Schuͦster",,10807,männlich
Hofstetter,Ulrich,,,,,11880,männlich
Hofwäscher,Christina,,,Hofwescherin,,11049,weiblich
Hohenberg,Hans,,,"Hochenperg
Hoͤhenperger
Hochenberg",,10332,männlich
Hohenburg,N.,,,Hochenburger,,3023,männlich
Hohenburger,Christoph,,,Hochenburger,,4283,männlich
Hohenegg,Andreas von,,,"Hoheneck
Hochnegk",,6325,männlich
Hohenegg,Christoph von,,,"Hohenegker
Hohenekger",,3792,männlich
Hohenegg,Hans von,,,"Hohenegk
Hoheneck
Hochnegk",,4864,männlich
Hohenegg,Leonhard,,,Hohnegk,,8974,männlich
Hohenegg,Matthias von,,,"Hoheneck
Hochnegk",,6326,männlich
Hohenegg,Peter von,,vor 10.11.1483 <1483-11-09>,"Hoheneck
Hochenegk
Hochnegk
Hohenneckh
Hohenneck",,1798,männlich
Hohenegg,Rudolf von,,,"Hochnegg
Hohenegk
Hohnekg zu Velsegk
Hohenneck",,4074,männlich
Hohenegg,Walther von,,,Hochenegk,,6224,männlich
Hohenegg (der Ältere),Rudolf von,,vor 10.11.1483 <1483-11-09>,Hochnegk zu Vilsegk der Elter,,6323,männlich
Hohenegg (der Jüngere),Rudolf von,,,"Hochenegk dem júngern
Hochnegk zu Vylßegk",,1690,männlich
Hohenfeld,Christoph von,,,,,2547,männlich
Hohenfürst,Hans von,,,"Hohenfurst
Hohenfuͤrst
Hohenfirst",,4430,männlich
Hohenheim,Hans von,,,Hohenheym,,8993,männlich
Hohenheim,N. von,,,,,4621,männlich
Höhenkircher,Hans,,,Hohenircher,,3850,männlich
Höhenkircher,Ulrich,,,"Hoͤhenkircher
Hoͤhnkircher
Hohnkircher",,3849,männlich
Hohenlandenberg,Jakob von,,,Hohenlanndenberg,,6304,männlich
Hohenlandenberg,Sigmund von,,,,,6306,männlich
Höhenrainer,Martin,,,Hoͤhnrainer,,10690,männlich
Hohensax,Thiebolt von,,,Hochensax,Freiherr,6103,männlich
"Hohenstein, genannt Schwab",Hans von,,,,,10641,männlich
Hölderle,Ulrich,,,Hölderle von Reinegk,,9687,männlich
Holer,Adam,,,,,3318,männlich
Holer,Hans,,,,,3480,männlich
Holer,Magdalena,,,,,3478,weiblich
Holupp,Agathe,,,,Frau,11096,weiblich
Holupp,Hans,,vor 1471-01-16 <1471-01-16>,Hollups,Herr,11095,männlich
Holupp,Wenzeslaus,,,"Hollup
Holúpp",,8885,männlich
Holzer,Gilg,,,Holtzer,,3401,männlich
Holzer,Hans,,,Holtzer,,8966,männlich
Holzer,Peter,,,Holtzer,,8950,männlich
Holzhacker,Ulrich,,,"Holczhakher zuͦ Hof
Holtzhagkher",,12752,männlich
Holzknecht,Heinrich,,,Holtzknecht,,10831,männlich
Holzknecht,Michael,,,Holtzknecht von Vill,,8943,männlich
Holzknecht,Ulrich,,,Holtzknecht,,4018,männlich
Hölzl,Christina,,,,,4466,weiblich
Hölzl,Ludwig,,,Hölczel,,12187,männlich
Hölzl,Matthäus,,,"Hölzler
Hoͤltzl
Hóltzl
Höltzler
Holtzler
Holtzl
Hóltzel
Hoͤltzel
Hölczler
Holtzer
Hölczel
Höltzel",,218,männlich
Hölzl,N.,,,"Hoͤltzel
Holtzlin",,8389,männlich
Hölzl (Renner),N.,,,"Hólczel
Hoͤltzl",,9501,männlich
Holzpacher,Pankraz,,,Holtzpacher,,9027,männlich
Homburg,Wendel von,,,,,5864,männlich
Homburger,Hans,,,Hombúrger,,4022,männlich
Homburger,N.,,,Honburger,,8355,männlich
Honburg,Hans von,,,Honburger,,6968,männlich
Honburg,Wendel von,,,,,4779,männlich
Honburger,Hans,,,Honwurger,,9818,männlich
Honburger,N.,,,Honwurger,,10001,männlich
"Honburger, genannt Flugauf",Hans,,,,,4821,männlich
Hönigler,Oswald,,,"Hónigler
Hoͤnigler",,170,männlich
Hönigler,Sigmund,,,Honigler,Herr,4930,männlich
Höninger,Bartholomäus,,,Honiger,,6754,männlich
Höninger,Ott,,,"Honinger
Hoͤniger
Hoͤninger
Hóninger
Hoͤnigler
Höniger",,3580,männlich
Hopfgarter,Jos,,,,,2124,männlich
Horandt,Elisabeth,,,Horandtin,,9346,weiblich
Horandt,N.,,,Horant,,10195,männlich
Horandt,Stefan,,,"Horand
Horant",,10310,männlich
Hordecker,Gesswig,,,Hordegker,,4788,männlich
Hörlach,Peter von,,,,Lesung unsicher,2974,männlich
Hörlanger,Johannes,,,,,12740,männlich
Hornbach,Hans,,,,,2327,männlich
Hornbein,Bernhard,,,Horrnnpain,,7737,männlich
Horneck,Burkhard von,,,"Hornegk
Hornegkh
Schreiner (?) von Hornegk
Hornnegk
Hornekg",Doktor,857,männlich
Horneck,Klaus,,,"Hornegk
den man nennt Hornegk",,4615,männlich
"Horneck, genannt Tirol",Hans,,,"Hornegk, genant Tirol",,13449,männlich
Horneck von Hornberg,Melchior,,,"Hornegk von Hórnberg
Horneg von Hoͤrnberg
Hornegk von Hornperg
Hornnegk",,4835,männlich
Horner,Hans,,,,,4623,männlich
Horner,Michael,,,"Hórnner
Horner von Valnstat
Horner von Walnstat",,1574,männlich
Hörnlingen,Hans Ulrich von,,,"Hórnlingen
Haͤrnlingen",,12716,männlich
Hornstein,Hans von,,,,"""Lediger""",4984,männlich
Horren,Michael,,,,,8345,männlich
Hörwart,Jakob,,,Herwart,,4569,männlich
Hotsch,Hans,,,,,9433,männlich
Huber (von Dörndorf),Jörg,,,Hueber von Doͤrndorff,,5463,männlich
Huch,Konrad von,,,,,5038,männlich
Hueber,Balthasar,,,"Hueber von Freyburg
Huber",,6164,männlich
Hueber,Bartholomäus,,,Huber,Ritter,463,männlich
Hueber,Christian,,,"Huber
Huͦber",,1154,männlich
Hueber,Hans,,,Huber,,11159,männlich
Hueber,Heimeran,,,"Castner
(Heimbrand)
Huetber
Huber",,1347,männlich
Hueber,Konrad,,,Hueber von Newmburg,,10901,männlich
Hueber,Ludwig,,,,,7593,männlich
Hueber,Martin,,,Huber,,5066,männlich
Hueber,Matthias,,,Huber,,2532,männlich
Hueber,Michael,,,Huber,,9143,männlich
Hueber,Michael,,,Huber,,2328,männlich
Hueber,Thomas,,,"Huͤber
Huber",,6370,männlich
Hueber (Bote),Matthäus,,,,,10087,männlich
Hueber (Bote),Michael,,,,,12115,männlich
Hueber (Brotspeiser),Michael,,,Protspeiser,,8114,männlich
Hueber (Gürtler),Hans,,,"Huber
Gürttler",,10819,männlich
Hueber (Rüdlingen),Hans,,,Hueber von Ruedlingen,,11910,männlich
Hueber (Stallknecht),Michael,,,,,7973,männlich
Hueber (von Wasserburg),Jörg,,,"Huber von Wasserburg
Húber
Huber",,5450,männlich
Hueber (Wirt),Hans,,,Huber,,4783,männlich
